topw	w	count	topwlen	toplett	wlett	wlastlett	diffw
стоматологические	стоматологимческие	1	17	с	с	е	1
крупногабаритного	крпногабаритного	2	17	к	к	о	1
крупногабаритного	крупногабаритнoго	1	17	к	к	о	1
сопровождения	сопровождениe	1	13	с	с	e	0
дезинфицирующие	дезинфицирyющие	1	15	д	д	е	1
стационарной	cтационарной	2	12	с	c	й	1
свинины	cвинины	2	7	с	c	ы	1
тольятти	тольяттти	1	8	т	т	и	1
тольятти	птольятти	5	8	т	п	и	1
физиотерапевтического	физиотерапевтичесокго	2	21	ф	ф	о	1
физиотерапевтического	фтизиотерапевтического	1	21	ф	ф	о	1
картриджи	картриджы	14	9	к	к	ы	0
картриджи	картриджeй	1	9	к	к	й	0
сентябрь	сетябрь	1	8	с	с	ь	1
сентябрь	сентярь	1	8	с	с	ь	1
мясопродукты	мясопрродукты	1	12	м	м	ы	1
экстренной	экстреннной	2	10	э	э	й	1
усовершенствования	усовершенствоания	1	18	у	у	я	1
проектно-изыскательские	пректно-изыскательские	2	23	п	п	е	1
проектно-изыскательские	проектно-изыс­кательские	2	23	п	п	е	1
площадей	площадeй	4	8	п	п	й	1
энгельсского	энгельссского	1	12	э	э	о	1
январе	гянваре	1	6	я	г	е	1
январе	вянваре	1	6	я	в	е	1
стоянки	cтоянки	1	7	с	c	и	1
специализированный	специализированныx	1	18	с	с	x	0
химико-фармацевтических	химико-фармацевтичеких	1	23	х	х	х	1
химико-фармацевтических	физико-фармацевтических	4	23	х	ф	х	1
химико-фармацевтических	химико-фармацефтических	8	23	х	х	х	1
химико-фармацевтических	химико-фарамацевтических	1	23	х	х	х	1
химико-фармацевтических	химико-фармацевтическиех	4	23	х	х	х	1
инвентарь	инвенарь	2	9	и	и	ь	1
инвентарь	интентарь	1	9	и	и	ь	1
орловского	cормовского	1	10	о	c	о	1
телевизионных	телвизионных	1	13	т	т	х	1
телевизионных	телeвизионных	1	13	т	т	х	1
содержащих	cодержащих	1	10	с	c	х	1
сердечно-сосудистой	седечно-сосудистой	1	19	с	с	й	1
сердечно-сосудистой	сердечно-сосудистй	1	19	с	с	й	1
издание	cоздание	28	7	и	c	е	1
офтальмологических	офтальмологческих	1	18	о	о	х	1
расчету	раcчету	1	7	р	р	у	1
гарантийного	гарантийнoго	2	12	г	г	о	1
разового	районого	9	8	р	р	о	1
октябрь	хоктябрь	1	7	о	х	ь	1
орджоникидзевского	ордоникидзевского	1	18	о	о	о	1
орджоникидзевского	орждоникидзевского	2	18	о	о	о	1
ноябрьск	нобрьск	1	8	н	н	к	1
вакцин	вaкцин	2	6	в	в	н	1
гражданского	ражданского	2	12	г	р	о	1
средстве	средcтве	2	8	с	с	е	1
программно-технического	програмно-технического	3	23	п	п	о	1
реабилитационный	реабилтационный	2	16	р	р	й	1
реабилитационный	реаби-литационные	1	16	р	р	е	0
телекоммуникационного	телекомуникационного	1	21	т	т	о	1
органа	органза	1	6	о	о	а	1
колбаса	колбасa	3	7	к	к	a	0
социально-реабилитационный	социально-ребилитационный	2	26	с	с	й	1
социально-реабилитационный	социально-реабилитационной	4	26	с	с	й	1
аминокислот	аминокслот	1	11	а	а	т	1
аминокислот	аминокилот	1	11	а	а	т	1
замены	зaмены	1	6	з	з	ы	1
замены	заменa	1	6	з	з	a	0
замены	заменe	2	6	з	з	e	0
электронно-вычислительных	элекронно-вычислительных	2	25	э	э	х	1
электронно-вычислительных	электронно-вычислиткельных	2	25	э	э	х	1
усолье-сибирское	усолье-сибирсокое	1	16	у	у	е	1
антикоагуляционные	антикогуляционные	2	18	а	а	е	1
антикоагуляционные	антикоагуляционые	2	18	а	а	е	1
антикоагуляционные	антикоагуяционные	1	18	а	а	е	1
антикоагуляционные	антикоагуляционныt	2	18	а	а	t	0
антикоагуляционные	антикоагуляцтонные	2	18	а	а	е	1
антикоагуляционные	антикоагулиционные	1	18	а	а	е	1
антикоагуляционные	антиткоагуляционные	1	18	а	а	е	1
антикоагуляционные	анитикоагуляционные	1	18	а	а	е	1
антикоагуляционные	антикоагулляционные	5	18	а	а	е	1
пункте	пунктa	2	6	п	п	a	0
сервисное	cервисное	23	9	с	c	е	1
заказчика-застройщика	заказчика-затройщика	2	21	з	з	а	1
заказчика-застройщика	зaказчика-застройщика	1	21	з	з	а	1
заказчика-застройщика	закзачика-застройщика	1	21	з	з	а	1
погрузчика	пoгрузчика	2	10	п	п	а	1
проектора	проектоpа	2	9	п	п	а	1
фармакопейного	фармаакопейного	1	14	ф	ф	о	1
размещении	размещениe	10	10	р	р	e	0
видеоконференцсвязи	видеоконферецсвязи	1	19	в	в	и	1
видеоконференцсвязи	видеоконференсвязи	3	19	в	в	и	1
видеоконференцсвязи	видеокоференцсвязи	1	19	в	в	и	1
видеоконференцсвязи	видеоконфернцсвязи	2	19	в	в	и	1
противопролежневых	противопрлежневых	1	18	п	п	х	1
снегохода	cнегохода	3	9	с	c	а	1
дымоудаления	дымоудааления	2	12	д	д	я	1
профилактического	профикалтического	1	17	п	п	о	1
краски	ераска	1	6	к	е	а	0
аттестация	аттестаця	1	10	а	а	я	1
аттестация	аттестаций	6	10	а	а	й	0
аттестация	аттетстация	2	10	а	а	я	1
доставку	gоставку	6	8	д	g	у	1
клинико-диагностических	клинико-диагостических	2	23	к	к	х	1
клинико-диагностических	клинико-диагностиеских	2	23	к	к	х	1
клинико-диагностических	клинико-диагностичесикх	2	23	к	к	х	1
клинико-диагностических	клининко-диагностических	2	23	к	к	х	1
клинико-диагностических	клинико-диагоностических	3	23	к	к	х	1
клинико-диагностических	клинико-диагностическийх	1	23	к	к	х	1
товаром	товароы	1	7	т	т	ы	0
анализаторе	анализаторa	6	11	а	а	a	0
анализаторе	анализатореdx	1	11	а	а	x	0
сельскохозяйственного	селькохозяйственного	2	21	с	с	о	1
сельскохозяйственного	сельскохозайственного	1	21	с	с	о	1
этажного	этажнoго	1	8	э	э	о	1
ультразвуковых	улльтразвуковых	2	14	у	у	х	1
ультразвуковых	ультразвуко­вых	3	14	у	у	х	1
сбалансированного	сбалансиаованного	2	17	с	с	о	1
металлоконструкций	меаллоконструкций	1	18	м	м	й	1
металлоконструкций	металлоконстркций	1	18	м	м	й	1
электрохирургического	элекрохирургического	1	21	э	э	о	1
электрохирургического	электрохиругического	1	21	э	э	о	1
электрохирургического	электрохрирургического	1	21	э	э	о	1
электрохирургического	электрохирургическогео	1	21	э	э	о	1
электрохирургического	электрохирургичесского	1	21	э	э	о	1
юридических	юридичских	2	11	ю	ю	х	1
сейфов	cейфов	2	6	с	c	в	1
санатория-профилактория	cанатория-профилактория	2	23	с	c	я	1
контрольно-пропускного	контрольно-пропусного	3	22	к	к	о	1
контрольно-пропускного	контрольно-пропуского	1	22	к	к	о	1
контрольно-пропускного	контролно-пропускного	1	22	к	к	о	1
контрольно-пропускного	контрольно-пропусконого	1	22	к	к	о	1
теневых	cтеновых	2	7	т	c	х	1
фибринолитические	фибринолитческие	2	17	ф	ф	е	1
фибринолитические	фибринолитичекие	2	17	ф	ф	е	1
фибринолитические	фибринолитичесие	2	17	ф	ф	е	1
фибринолитические	фибриноитические	2	17	ф	ф	е	1
фибринолитические	фиринолитические	1	17	ф	ф	е	1
фибринолитические	фибринрлитические	1	17	ф	ф	е	1
фибринолитические	фибрионолитические	1	17	ф	ф	е	1
фибринолитические	фибринолиптические	2	17	ф	ф	е	1
фибринолитические	фибринолитическоие	5	17	ф	ф	е	1
фибринолитические	фибрринолитические	1	17	ф	ф	е	1
обеззараживания	обеззараживавния	1	15	о	о	я	1
салфеток	cалфеток	1	8	с	c	к	1
соответствия	соoтветствия	2	12	с	с	я	1
хирургический	хирургическиx	1	13	х	х	x	0
информационно-аналитической	информационно-аналитичекой	1	27	и	и	й	1
информационно-аналитической	информационо-аналитической	1	27	и	и	й	1
информационно-аналитической	информационной-аналитической	1	27	и	и	й	1
активного	активнoго	2	9	а	а	о	1
тойота	tойота	2	6	т	t	а	1
тойота	тоyота	10	6	т	т	а	1
сахара-песка	сахара-песока	2	12	с	с	а	1
информированию	инфoрмированию	2	14	и	и	ю	1
научно-исследовательского	научно-исследовательсого	1	25	н	н	о	1
физкультурно-оздоровительного	физкльтурно-оздоровительного	1	29	ф	ф	о	1
физкультурно-оздоровительного	фихкультурно-оздоровительного	1	29	ф	ф	о	1
суточного	cуточного	1	9	с	c	о	1
приведение	прoведение	2	10	п	п	е	1
комплексе	комплекст	1	9	к	к	т	0
передвижных	передвижныx	2	11	п	п	x	0
учебно-наглядных	учебно-нагядных	1	16	у	у	х	1
учебно-наглядных	учебно-нагладных	1	16	у	у	х	1
телекоммуникационных	телекомуникационных	1	20	т	т	х	1
телекоммуникационных	телекоммуникационых	2	20	т	т	х	1
коровье	коровь	1	7	к	к	ь	0
удалению	удадлению	1	8	у	у	ю	1
проектом	проектоpа	2	8	п	п	а	0
обновление	oбновление	3	10	о	o	е	1
скважин	сквaжин	1	7	с	с	н	1
старая	cтарая	1	6	с	c	я	1
красногвардейского	краснгвардейского	2	18	к	к	о	1
предоставлении	предоставлениe	1	14	п	п	e	0
патологоанатомического	патологанатомического	2	22	п	п	о	1
патологоанатомического	атологоанатомического	1	22	п	а	о	1
патологоанатомического	паталогоанатамического	1	22	п	п	о	1
патологоанатомического	паталогоанотомического	2	22	п	п	о	1
патологоанатомического	поталогоанатомического	1	22	п	п	о	1
патологоанатомического	паталогоанатоми-ческого	1	22	п	п	о	1
патологоанатомического	патологоангатомического	1	22	п	п	о	1
стерилизаторов	cтерилизаторов	1	14	с	c	в	1
спазмолитических	cпазмолитических	3	16	с	c	х	1
яблоки	яблоки»	2	6	я	я	»	0
стерилизатор	стерлизатор	1	12	с	с	р	1
стерилизатор	cтерилизатор	3	12	с	c	р	1
стерилизатор	стериализатор	3	12	с	с	р	1
внутриобъектового	внутробъектового	3	17	в	в	о	1
внутриобъектового	внутриобъектнового	3	17	в	в	о	1
сгущенное	сгущенноe	2	9	с	с	e	0
чертаново	чертанво	1	9	ч	ч	о	1
защищенной	защищеннoй	1	10	з	з	й	1
освидетельствованию	оcвидетельствованию	1	19	о	о	ю	1
территорией	территориии	27	11	т	т	и	0
планово-предупредительному	планово-предупредительнуму	2	26	п	п	у	1
строительный	cтроительный	2	12	с	c	й	1
кардиологического	крдиологического	3	17	к	к	о	1
кардиологического	кариологического	1	17	к	к	о	1
кардиологического	кадиологического	2	17	к	к	о	1
цоколя	сокдля	1	6	ц	с	я	1
летнее	летниеt	1	6	л	л	t	0
летнее	летнеее	2	6	л	л	е	1
задании	заданиии	5	7	з	з	и	1
новочеркасска	новочеркасскаа	1	13	н	н	а	1
опорно-двигательного	оппорно-двигательного	1	20	о	о	о	1
металлические	металлическиe	1	13	м	м	e	0
металлические	металлическиx	2	13	м	м	x	0
рентгенодиагностического	рентгенодиагнстического	1	24	р	р	о	1
рентгенодиагностического	ренгенодиагностического	7	24	р	р	о	1
рентгенодиагностического	рентгенодиагоностического	2	24	р	р	о	1
сегмента	stсегмента	1	8	с	s	а	1
кемеровского	кемеровcкого	3	12	к	к	о	1
чистке	чиcтке	1	6	ч	ч	е	1
информационно-телекоммуникационной	инфомационно-телекоммуникационной	3	34	и	и	й	1
информационно-телекоммуникационной	информационно-телекомуникационной	2	34	и	и	й	1
информационно-телекоммуникационной	ин­формационно-телекоммуникационной	2	34	и	и	й	1
трубок	трубкок	2	6	т	т	к	1
городскому	городскогь	2	10	г	г	ь	0
канцтоваров	кaнцтоваров	2	11	к	к	в	1
подготовку	подготовкa	1	10	п	п	a	0
строительные	cтроительные	2	12	с	c	е	1
сетевых	cетевых	1	7	с	c	х	1
горюче-смазочные	горюче-смазочние	2	16	г	г	е	1
спортивно-оздоровительного	спортивно-оздоровтельного	1	26	с	с	о	1
открыты	открытsq	2	7	о	о	q	0
теремок	теремокк	2	7	т	т	к	1
символикой	cимволикой	1	10	с	c	й	1
бензином	бензинаа	3	8	б	б	а	0
торгово-технологического	торгово-технологческого	1	24	т	т	о	1
течении	течениt	2	7	т	т	t	0
катера	каттера	2	6	к	к	а	1
лабинского	cабинского	2	10	л	c	о	1
специализированная	cпециализированная	1	18	с	c	я	1
огурцы	оурцы	1	6	о	о	ы	1
спартакиады	cпартакиады	1	11	с	c	ы	1
беспрепятственного	безпрепятственного	4	18	б	б	о	1
государства	гoсударства	7	11	г	г	а	1
государства	государствa	2	11	г	г	a	0
строительно-монтажные	cтроительно-монтажные	7	21	с	c	е	1
строительно-монтажные	строительно-монтажныx	1	21	с	с	x	0
телекоммуникационной	елекоммуникационной	3	20	т	е	й	1
автозапчастей	атозапчастей	1	13	а	а	й	1
автозапчастей	автзапчастей	1	13	а	а	й	1
автозапчастей	автозапчаастей	1	13	а	а	й	1
дооснащения	доооснащения	11	11	д	д	я	1
городок	гоpодок	1	7	г	г	к	1
инженерно-геодезических	нженерно-геодезических	1	23	и	н	х	1
инженерно-геодезических	иженерно-геодезических	2	23	и	и	х	1
хозяйственно-бытовых	хозяйствено-бытовых	1	20	х	х	х	1
хозяйственно-бытовых	хозяйтсвенно-бытовых	1	20	х	х	х	1
каменный	кaменный	1	8	к	к	й	1
свекла	cвекла	1	6	с	c	а	1
трассы	трасы	1	6	т	т	ы	1
распределительного	раcпределительного	1	18	р	р	о	1
инженерные	инженерныx	3	10	и	и	x	0
свердлова	cвердлова	1	9	с	c	а	1
протяженность	пртяженность	1	13	п	п	ь	1
протяженность	протяженость	1	13	п	п	ь	1
культурно-массового	культурно-масусового	1	19	к	к	о	1
глонасс/gps	глонас/gps	5	11	г	г	s	1
глонасс/gps	глонасс/gрs	4	11	г	г	s	1
глонасс/gps	глоонасс/gps	2	11	г	г	s	1
ярославская	ярослаавская	2	11	я	я	я	1
безопасность	без­опасность	2	12	б	б	ь	1
фетального	фетальныого	2	10	ф	ф	о	1
сахар-песок	cахар-песок	2	11	с	c	к	1
сахар-песок	сахао-песок	1	11	с	с	к	1
экспертизе	экспeртизе	2	10	э	э	е	1
информационная	инфoрмационная	1	14	и	и	я	1
цельное	цельноe	2	7	ц	ц	e	0
административное	административнoе	2	16	а	а	е	1
светильника	cветильника	1	11	с	c	а	1
предоставлено	предоставлениe	1	13	п	п	e	0
физических	физичнеских	2	10	ф	ф	х	1
магнитно-резонансного	мгнитно-резонансного	2	21	м	м	о	1
присмотра	присмoтра	3	9	п	п	а	1
неровностей	неpовностей	1	11	н	н	й	1
копировального	кoпировального	2	14	к	к	о	1
восстановительных	востановительных	2	17	в	в	х	1
свежее	свежые	1	6	с	с	е	1
мягкий	мягкго	1	6	м	м	о	0
травматологических	траматологических	1	18	т	т	х	1
художественно-эстетическому	художественно-эстетческому	1	27	х	х	у	1
художественно-эстетическому	художественно-экстетическому	2	27	х	х	у	1
санитарно-технических	санитарно-технческих	1	21	с	с	х	1
санитарно-технических	санитарно-техниеских	3	21	с	с	х	1
бензинов	бензинаа	3	8	б	б	а	0
смотровых	смотровыx	1	9	с	с	x	0
карачаево-черкесской	карачаево-черкеской	2	20	к	к	й	1
карачаево-черкесской	крачаево-черкесской	2	20	к	к	й	1
дорожно-транспортных	дорожно-траноспортных	1	20	д	д	х	1
экологической	экологическoй	1	13	э	э	й	1
аппарате	аппаратoв	2	8	а	а	в	0
эксплуатационно-техническому	эксплутационно-техническому	8	28	э	э	у	1
эксплуатационно-техническому	экслуатационно-техническому	2	28	э	э	у	1
топографической	тoпографической	1	15	т	т	й	1
персонального	перcонального	1	13	п	п	о	1
volkswagen	vоlkswagen	2	10	v	v	n	1
нитропрепаратов	нит-ро-препаратов	2	15	н	н	в	1
заказов	заказаа	1	7	з	з	а	0
аксессуаров	аксеcсуаров	1	11	а	а	в	1
охранные	oхранные	1	8	о	o	е	1
ветхих	вeтхих	1	6	в	в	х	1
мбоудод	mбоудод	2	7	м	m	д	1
medical	mtdikal	3	7	m	m	l	1
гказани	оказаниe	2	7	г	о	e	0
северо-западному	севевро-западному	1	16	с	с	у	1
иммунологии	имммунологии	2	11	и	и	и	1
калоприемников	калoприемников	1	14	к	к	в	1
памятников	пямятников	4	10	п	п	в	1
блочной	мoлочной	1	7	б	м	й	1
классах	классаа	1	7	к	к	а	0
противовоспалительные	протиовоспалительные	3	21	п	п	е	1
противовоспалительные	противовоспалительное	9	21	п	п	е	1
противовоспалительные	противовасполительные	2	21	п	п	е	1
ремонтно-строительные	ремонтно-стоительные	1	21	р	р	е	1
ремонтно-строительные	ремонто-строительные	2	21	р	р	е	1
иммунохимического	иммунохимческого	1	17	и	и	о	1
полностью	полность	6	9	п	п	ь	0
посвященной	посвященнго	1	11	п	п	о	0
ограждающих	oграждающих	2	11	о	o	х	1
медведково	юмедведково	2	10	м	ю	о	1
астрахань	астрхань	1	9	а	а	ь	1
финансовом	финансовм	1	10	ф	ф	м	1
сервисных	cервисных	1	9	с	c	х	1
кнопки	кнoпки	1	6	к	к	и	1
парикмахер	парихмахер	1	10	п	п	р	1
ремонтно-восстановительных	ремонтно-востановительных	6	26	р	р	х	1
пункты	пунктa	2	6	п	п	a	0
аппаратно-программных	аппаратно-программых	1	21	а	а	х	1
аппаратно-программных	аппаратно-програмных	9	21	а	а	х	1
санитарно-гигиенических	санитарно-гигинических	2	23	с	с	х	1
санитарно-гигиенических	санитароно-гигиенических	2	23	с	с	х	1
электрокардиограф	электрокадиограф	1	17	э	э	ф	1
административному	админстративному	4	17	а	а	у	1
смарт-карт	сматр-карт	2	10	с	с	т	1
печатающих	пeчатающих	2	10	п	п	х	1
эндопротезирования	эндопроотезирования	1	18	э	э	я	1
василеостровского	василеостровкого	1	17	в	в	о	1
василеостровского	василестровского	1	17	в	в	о	1
василеостровского	василеостроского	1	17	в	в	о	1
шахтинского	саттинского	1	11	ш	с	о	1
художественно-эстетического	художествнно-эстетического	1	27	х	х	о	1
художественно-эстетического	удожественно-эстетического	2	27	х	у	о	1
художественно-эстетического	художетсвенно-эстетического	1	27	х	х	о	1
сетевой	cетевой	2	7	с	c	й	1
северной	cеверной	1	8	с	c	й	1
списка	спискoв	2	6	с	с	в	0
инженерным	инженерныx	3	10	и	и	x	0
пожарная	пожaрная	1	8	п	п	я	1
противоопухолевые	противовопухолевые	1	17	п	п	е	1
инфицированных	инфицированнных	1	14	и	и	х	1
сабинского	cабинского	2	10	с	c	о	1
рентгеноконтрастные	рентгеноконтрастныx	4	19	р	р	x	0
программно-технических	програмно-технических	2	22	п	п	х	1
сетями	сeтями	2	6	с	с	и	1
периоду	пеpиоду	2	7	п	п	у	1
физкультурно-оздоровительных	физкультурно-оздровительных	6	28	ф	ф	х	1
техники»	техникик	2	8	т	т	к	0
усиление	уиление	1	8	у	у	е	1
программу	программe	1	9	п	п	e	0
программу	программму	1	9	п	п	у	1
календарей	калeндарей	1	10	к	к	й	1
приглашает	риглашает	1	10	п	р	т	1
следственный	следственнный	1	12	с	с	й	1
охлажденная	охлажденнная	2	11	о	о	я	1
изыскательские	изыскательcкие	2	14	и	и	е	1
сложных	cложных	1	7	с	c	х	1
прицепа	прицепa	2	7	п	п	a	0
сплит-системы	cплит-системы	1	13	с	c	ы	1
санитарно-гигиенического	сантарно-гигиенического	2	24	с	с	о	1
инфузионной	инфузионнной	1	11	и	и	й	1
инфузионной	инфуззионной	3	11	и	и	й	1
северо-кавказскому	cеверо-кавказскому	1	18	с	c	у	1
энергоснабжения	энергoснабжения	2	15	э	э	я	1
эндоскопии	эноскопии	1	10	э	э	и	1
нефтепродукты	нефтепродукы	1	13	н	н	ы	1
баннеров	бaннеров	3	8	б	б	в	1
казани	oказаниe	1	6	к	o	e	0
тепловодоснабжения	тепло-водо-снабжения	2	18	т	т	я	1
металлопластиковых	металопластиковых	2	18	м	м	х	1
металлопластиковых	метталлопластиковых	1	18	м	м	х	1
тонометров	тоннометров	3	10	т	т	в	1
кладбище	клaдбище	1	8	к	к	е	1
офтальмологической	офтальмотогической	1	18	о	о	й	1
кожных	oконных	1	6	к	o	х	1
кожных	cложных	1	6	к	c	х	1
серологических	cерологических	1	14	с	c	х	1
оренбург	оренбур	1	8	о	о	р	0
рукавов	рyкавов	1	7	р	р	в	1
наркозно-дыхательного	наркозо-дыхательного	2	21	н	н	о	1
наркозно-дыхательного	наркохно-дыхательного	2	21	н	н	о	1
наркозно-дыхательного	наркозно-дызхательного	2	21	н	н	о	1
наркозно-дыхательного	наркозно-дыхателльного	2	21	н	н	о	1
краснокутского	краснокутcкого	1	14	к	к	о	1
иммуногематологических	имуногематологических	2	22	и	и	х	1
иммуногематологических	иммунногематологических	5	22	и	и	х	1
святого	святова	3	7	с	с	а	0
аварийно-восстановительные	аварийно-востановительные	2	26	а	а	е	1
аварийно-восстановительные	ававрийно-восстановительные	2	26	а	а	е	1
красной	крaсной	1	7	к	к	й	1
октябрьской	oктябрьской	2	11	о	o	й	1
обращенного	обрaщенного	2	11	о	о	о	1
обращенного	oбращенного	4	11	о	o	о	1
обращенного	обращeнного	3	11	о	о	о	1
мониторинг	мониториг	2	10	м	м	г	1
магистралей	магиcтралей	1	11	м	м	й	1
видеоматериалов	видeоматериалов	1	15	в	в	в	1
степени	cтепени	1	7	с	c	и	1
телевизора	телeвизора	1	10	т	т	а	1
телевизора	телевизоpа	1	10	т	т	а	1
отделением	отделениии	2	10	о	о	и	0
прибор	приабор	1	6	п	п	р	1
улоктябрьская	улoктябрьская	1	13	у	у	я	1
закупке	закупкa	1	7	з	з	a	0
противотуберкулезного	противотуберкулезого	1	21	п	п	о	1
противотуберкулезного	противотубекулезного	1	21	п	п	о	1
противотуберкулезного	противодуберкулезного	1	21	п	п	о	1
противотуберкулезного	противотурберкулезного	1	21	п	п	о	1
ямало-ненецком	вямало-ненецком	2	14	я	в	м	1
имуществу	имуществa	8	9	и	и	a	0
нефтеперерабатывающей	нефтепереабатывающей	2	21	н	н	й	1
аварийно-спасательного	аврийно-спасательного	3	22	а	а	о	1
детско-юношеской	детско-юношской	1	16	д	д	й	1
ижевск	ижевcк	2	6	и	и	к	1
комсомольск-на-амуре	комомольск-на-амуре	2	20	к	к	е	1
протезно-ортопедических	протезно-ортпедических	1	23	п	п	х	1
бактериологические	бактерилогические	1	18	б	б	е	1
административно	административнoе	2	15	а	а	е	0
восстановительной	востановительной	2	17	в	в	й	1
дверного	cеверного	3	8	д	c	о	1
лимитов	лимитoв	2	7	л	л	в	1
электроматериалов	электроматриалов	1	17	э	э	в	1
электроматериалов	элекроматериалов	3	17	э	э	в	1
печать	печть	1	6	п	п	ь	1
печать	мечеть	5	6	п	м	ь	1
принтер	примьер	2	7	п	п	р	1
коридор	корридор	1	7	к	к	р	1
микробиологической	гидробиологической	3	18	м	г	й	1
светлячок	святлячок	1	9	с	с	к	1
security	securitгy	1	8	s	s	y	1
квартирный	квaртирный	1	10	к	к	й	1
энергоаудит	энгергоаудит	1	11	э	э	т	1
ямало-ненецкому	ямало-нененцкому	2	15	я	я	у	1
определен	опрделен	1	9	о	о	н	1
копировально-множительных	копировально-множительнных	1	25	к	к	х	1
резервуара	резервуaра	1	10	р	р	а	1
рентгенохирургических	ренгенохирургических	2	21	р	р	х	1
техникой	техникик	2	8	т	т	к	0
грузопассажирского	грузопасажирского	1	18	г	г	о	1
интерферон	интеферон	2	10	и	и	н	1
интерферон	итерферон	2	10	и	и	н	1
сормовского	cормовского	1	11	с	c	о	1
предустановленным	предустановленым	1	17	п	п	м	1
дизельных	чизельных	1	9	д	ч	х	1
обслуживании	обслуживаниe	5	12	о	о	e	0
инженерно-технических	инжернерно-технических	1	21	и	и	х	1
сельский	cельский	4	8	с	c	й	1
визуализации	визуaлизации	2	12	в	в	и	1
визуализации	визуализациии	1	12	в	в	и	1
социологического	cоциологического	1	16	с	c	о	1
плакатов	плaкатов	2	8	п	п	в	1
санкт-петербургское	санкт-петербргское	2	19	с	с	е	1
полиграфического	пoлиграфического	1	16	п	п	о	1
санитарное	cанитарное	2	10	с	c	е	1
рентгенологических	ренгенологических	3	18	р	р	х	1
постов	пoстов	5	6	п	п	в	1
«авиаметтелеком	аавиаметтелеком	1	15	«	а	м	1
ханты-мансийском	ханты-мнсийском	1	16	х	х	м	1
программно-аппаратных	программно-аппартных	2	21	п	п	х	1
программно-аппаратных	програмно-аппаратных	2	21	п	п	х	1
olympus	оlympus	3	7	o	о	s	1
olympus	olympusи	1	7	o	o	и	0
olympus	olympusau	1	7	o	o	u	0
лимита	лимитoв	2	6	л	л	в	0
гбсусоссзн	гбсусосссзн	1	10	г	г	н	1
октябрь-декабрь	октябрь-декбрь	1	15	о	о	ь	1
автобус	авро-бус	2	7	а	а	с	1
хозяйственно-бытового	хозяйтсвенно-бытового	2	21	х	х	о	1
хозяйственно-бытового	хозяйственнно-бытового	1	21	х	х	о	1
бюджетам	бюджетнoм	2	8	б	б	м	1
орехово-борисово	орехово-борисорво	1	16	о	о	о	1
реализацией	реализациии	2	11	р	р	и	0
педиатрии	педиатриии	2	9	п	п	и	1
сладко-сливочного	сладко-сливочого	1	17	с	с	о	1
информационно-аналитических	нформационно-аналитических	1	27	и	н	х	1
бухгалтер	бузгалтер	2	9	б	б	р	1
профилактическому	прфилактическому	1	17	п	п	у	1
камера	cканера	2	6	к	c	а	1
сертифицированных	сертиицированных	1	17	с	с	х	1
костей	кoстей	1	6	к	к	й	1
спутникового	спутниковoго	1	12	с	с	о	1
местноанестезирующих	местноанастези-рующих	1	20	м	м	х	1
научно-проектной	научно-проектный	1	16	н	н	й	1
сергиев	сeргиев	2	7	с	с	в	1
сергиев	cергиев	1	7	с	c	в	1
королева	корoлева	1	8	к	к	а	1
опрессовке	oпрессовке	1	10	о	o	е	1
опрессовке	опреcсовке	1	10	о	о	е	1
темрюкского	tемрюкского	1	11	т	t	о	1
секции	cекции	1	6	с	c	и	1
секции	секциии	2	6	с	с	и	1
нормам	нoрмам	2	6	н	н	м	1
полигон	пполигон	2	7	п	п	н	1
аварийно-спасательных	аварицно-спасательных	1	21	а	а	х	1
philips	philiрs	4	7	p	p	s	1
philips	рhilips	1	7	p	р	s	1
котельно-печного	кoтельно-печного	1	16	к	к	о	1
водоохранных	водооохранных	3	12	в	в	х	1
сборке	cборке	2	6	с	c	е	1
включения	зaключения	2	9	в	з	я	1
школа-детский	школа-десткий	1	13	ш	ш	й	1
школа-детский	школа-детиский	2	13	ш	ш	й	1
талонах	таллонах	1	7	т	т	х	1
товарно-материальных	товарно-материальнных	2	20	т	т	х	1
спальных	cпальных	1	8	с	c	х	1
восстановительному	востановительному	4	18	в	в	у	1
снегоходов	cнегоходов	1	10	с	c	в	1
музыкальной	музыкальнй	3	11	м	м	й	1
первомайском	первомaйском	2	12	п	п	м	1
эмиссии	эмисии	4	7	э	э	и	1
эмиссии	эмиссси	2	7	э	э	и	1
эмиссии	эмиссиии	1	7	э	э	и	1
правоохранительных	равоохранительных	1	18	п	р	х	1
cruiser	cryizer	3	7	c	c	r	1
моудод	mбоудод	2	6	м	m	д	1
стационарный	стационарныx	1	12	с	с	x	0
кронштадт	кроштадт	1	9	к	к	т	1
кронштадт	крондштадт	2	9	к	к	т	1
кислот	кис­лот	3	6	к	к	т	1
кислотно-щелочного	киcлотно-щелочного	2	18	к	к	о	1
дежурно-диспетчерской	дежурно-диспечерской	3	21	д	д	й	1
дежурно-диспетчерской	дежурно-диспетчесркой	1	21	д	д	й	1
kaspersky	кaspersky	1	9	k	к	y	1
заданий	аадамий	1	7	з	а	й	1
баллонах	таллонах	1	8	б	т	х	1
сварочного	свааочного	1	10	с	с	о	1
менеджмента	менеждмента	1	11	м	м	а	1
менеджмента	мененджмента	1	11	м	м	а	1
санкт-петербургский	санкт-петербурский	1	19	с	с	й	1
зданием	зданиии	15	7	з	з	и	0
зданием	зданиив	4	7	з	з	в	0
эксплуатацией	эксплуатациии	3	13	э	э	и	0
